po_number,line_number,item_description,category_code,quantity,unit_price,line_amount
DENA0003624,1,Utility infrastructure support,CAT-ENERGY-UTILITIES,355,7348287.87,2608642193.4
DENA0003624,2,Environmental and energy operations,CAT-ENERGY-UTILITIES,14,127324176.86,1782538475.97
DENA0003624,3,Environmental and energy operations,CAT-ENERGY-UTILITIES,429,4536099.2,1945986555.07
DENA0003624,4,Energy services,CAT-ENERGY-UTILITIES,324,3964653.95,1284547878.38
N0001920C0011,1,Military program support,CAT-AEROSPACE-DEFENSE,286,5471651.64,1564892369.6
N0001920C0011,2,Military program support,CAT-AEROSPACE-DEFENSE,301,13233110.64,3983166301.76
N0001920C0011,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,395,4938092.14,1950546396.38
W58RGZ16C0023,1,Defense platform components,CAT-AEROSPACE-DEFENSE,129,9386195.32,1210819196.02
W58RGZ16C0023,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,488,2239494.22,1092873177.97
W58RGZ16C0023,3,Military program support,CAT-AEROSPACE-DEFENSE,16,81721083.53,1307537336.49
W58RGZ16C0023,4,Military program support,CAT-AEROSPACE-DEFENSE,52,31717585.59,1649314450.55
W58RGZ16C0023,5,Aircraft systems support,CAT-AEROSPACE-DEFENSE,356,6194862.49,2205371046.28
FA881018C0005,1,Defense platform components,CAT-AEROSPACE-DEFENSE,316,4389723.88,1387152746.84
FA881018C0005,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,6,118452259.75,710713558.51
FA881018C0005,3,Military program support,CAT-AEROSPACE-DEFENSE,244,5524101.22,1347880696.84
FA881018C0005,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,36,52368885.25,1885279868.9
FA881018C0005,5,Military program support,CAT-AEROSPACE-DEFENSE,442,4766327.16,2106716603.63
N0001924C0039,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,203,9825748.81,1994627007.59
N0001924C0039,2,Defense platform components,CAT-AEROSPACE-DEFENSE,76,23080925.28,1754150321.42
N0001924C0039,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,478,4801931.43,2295323221.62
N0001924C0039,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,262,5097704.38,1335598547.37
0004,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,437,3973207.45,1736291654.15
0004,2,Defense platform components,CAT-AEROSPACE-DEFENSE,36,75176230.31,2706344291.13
0004,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,393,5098306.48,2003634445.06
0004,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,421,2208436.78,929751884.67
N0001912C2001,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,92,23036677.47,2119374327.08
N0001912C2001,2,Defense platform components,CAT-AEROSPACE-DEFENSE,66,43204540.33,2851499661.91
N0001912C2001,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,72,32869211.57,2366583232.96
FA862506C6456,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,74,27985391.75,2070918989.63
FA862506C6456,2,Defense platform components,CAT-AEROSPACE-DEFENSE,262,8176286.17,2142186975.76
FA862506C6456,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,34,53881599.07,1831974368.55
FA862506C6456,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,256,4753329.37,1216852319.73
FA868224CB001,1,Military program support,CAT-AEROSPACE-DEFENSE,27,56931428.4,1537148566.77
FA868224CB001,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,400,3375152.33,1350060933.82
FA868224CB001,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,92,18981827.18,1746328101.02
FA868224CB001,4,Military program support,CAT-AEROSPACE-DEFENSE,188,4036559.52,758873189.15
FA868224CB001,5,Defense platform components,CAT-AEROSPACE-DEFENSE,293,6177737.99,1810077232.46
N0001911C0083,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,468,3804208.29,1780369480.2
N0001911C0083,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,223,10676010.98,2380750448.61
N0001911C0083,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,145,7137306.02,1034909373.47
N0001911C0083,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,203,9803479.82,1990106402.88
DEAC0608RL14788,1,Environmental and energy operations,CAT-ENERGY-UTILITIES,359,5309288.27,1906034490.58
DEAC0608RL14788,2,Power systems maintenance,CAT-ENERGY-UTILITIES,254,5775800.52,1467053332.47
DEAC0608RL14788,3,Fuel and utility services,CAT-ENERGY-UTILITIES,451,4136311.77,1865476610.48
DEAC0608RL14788,4,Power systems maintenance,CAT-ENERGY-UTILITIES,44,41515600.59,1826686426.05
N0001914C0002,1,Military program support,CAT-AEROSPACE-DEFENSE,430,3890774.48,1673033025.93
N0001914C0002,2,Defense platform components,CAT-AEROSPACE-DEFENSE,165,3630887.04,599096361.67
N0001914C0002,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,247,8107511.81,2002555416.47
N0001914C0002,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,329,6565061.73,2159905307.65
N0001914C0002,5,Mission systems equipment,CAT-AEROSPACE-DEFENSE,357,1579193.16,563771958.79
N0002423C2307,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,249,7575382.11,1886270144.27
N0002423C2307,2,Defense platform components,CAT-AEROSPACE-DEFENSE,93,13157558.1,1223652903.75
N0002423C2307,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,398,5406160.6,2151651918.19
N0002423C2307,4,Defense platform components,CAT-AEROSPACE-DEFENSE,73,23650755.83,1726505175.62
FA863418C2701,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,349,5489105.76,1915697911.3
FA863418C2701,2,Military program support,CAT-AEROSPACE-DEFENSE,359,5101988.73,1831613952.74
FA863418C2701,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,344,4221325.39,1452135933.84
FA863418C2701,4,Defense platform components,CAT-AEROSPACE-DEFENSE,490,3632519.59,1779934597.88
N0002418C2307,1,Military program support,CAT-AEROSPACE-DEFENSE,222,13879749.57,3081304403.85
N0002418C2307,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,178,13216419.16,2352522610.07
N0002418C2307,3,Defense platform components,CAT-AEROSPACE-DEFENSE,430,3383587.3,1454942540.82
AIDOAATO1500007,1,Warehouse and distribution services,CAT-LOGISTICS-TRANSPORTATION,302,6271952.11,1894129536.36
AIDOAATO1500007,2,Freight and logistics services,CAT-LOGISTICS-TRANSPORTATION,71,33475887.84,2376788036.97
AIDOAATO1500007,3,Delivery and shipping services,CAT-LOGISTICS-TRANSPORTATION,375,6541330.96,2452999111.46
N0002408C2110,1,Defense platform components,CAT-AEROSPACE-DEFENSE,306,6313996.2,1932082837.94
N0002408C2110,2,Defense platform components,CAT-AEROSPACE-DEFENSE,274,7590202.74,2079715550.03
N0002408C2110,3,Defense platform components,CAT-AEROSPACE-DEFENSE,125,8216287.85,1027035981.56
N0002408C2110,4,Military program support,CAT-AEROSPACE-DEFENSE,106,15159213.12,1606876590.58
DEAC0909SR22505,1,Fuel and utility services,CAT-ENERGY-UTILITIES,104,18374964.52,1910996309.6
DEAC0909SR22505,2,Energy services,CAT-ENERGY-UTILITIES,185,11095407.85,2052650451.45
DEAC0909SR22505,3,Energy services,CAT-ENERGY-UTILITIES,254,3411895.01,866621332.51
DEAC0909SR22505,4,Fuel and utility services,CAT-ENERGY-UTILITIES,399,4500658.17,1795762609.63
N0001917C0015,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,451,2475427.31,1116417716.23
N0001917C0015,2,Military program support,CAT-AEROSPACE-DEFENSE,424,3181497.74,1348955039.88
N0001917C0015,3,Defense platform components,CAT-AEROSPACE-DEFENSE,62,36061603.06,2235819389.95
N0001917C0015,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,281,6747520.45,1896053246.68
HQ014712C0004,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,348,5066562.08,1763163604.8
HQ014712C0004,2,Military program support,CAT-AEROSPACE-DEFENSE,278,5528221.44,1536845559.0
HQ014712C0004,3,Military program support,CAT-AEROSPACE-DEFENSE,223,14200083.88,3166618704.46
W56HZV15C0095,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,488,1088110.97,530998154.39
W56HZV15C0095,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,9,132608051.32,1193472461.87
W56HZV15C0095,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,39,25088628.06,978456494.29
W56HZV15C0095,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,244,8207465.58,2002621600.51
W56HZV15C0095,5,Military program support,CAT-AEROSPACE-DEFENSE,319,4384499.46,1398655327.23
N0001906C0081,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,288,3210560.85,924641525.22
N0001906C0081,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,429,4283432.05,1837592350.94
N0001906C0081,3,Military program support,CAT-AEROSPACE-DEFENSE,140,7207046.28,1008986479.5
N0001906C0081,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,239,9757594.88,2332065176.3
0059,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,440,6301316.98,2772579471.28
0059,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,59,13702970.07,808475234.25
0059,3,Military program support,CAT-AEROSPACE-DEFENSE,3,827280852.33,2481842557.0
N0001913C0008,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,484,1962721.22,949957070.71
N0001913C0008,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,306,4036577.93,1235192847.84
N0001913C0008,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,428,4537296.1,1941962732.23
N0001913C0008,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,169,5793023.29,979020935.75
N0001913C0008,5,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,456,2037773.65,929224782.94
FA862914C2403,1,Defense platform components,CAT-AEROSPACE-DEFENSE,307,4006011.15,1229845422.03
FA862914C2403,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,308,3313703.95,1020620817.91
FA862914C2403,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,31,39147102.57,1213560179.56
FA862914C2403,4,Military program support,CAT-AEROSPACE-DEFENSE,56,21850543.58,1223630440.68
FA862914C2403,5,Military program support,CAT-AEROSPACE-DEFENSE,429,3069750.5,1316922962.86
FA862514C6450,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,328,5612737.83,1840978009.65
FA862514C6450,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,36,49476747.05,1781162893.64
FA862514C6450,3,Defense platform components,CAT-AEROSPACE-DEFENSE,282,4946790.58,1394994944.24
FA862514C6450,4,Defense platform components,CAT-AEROSPACE-DEFENSE,31,29579395.62,916961264.1
N0002416C2229,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,121,20869258.64,2525180295.48
N0002416C2229,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,481,4396446.6,2114690816.95
N0002416C2229,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,353,3500746.14,1235763387.8
N0002405C5346,1,Defense platform components,CAT-AEROSPACE-DEFENSE,496,3842816.99,1906037224.92
N0002405C5346,2,Defense platform components,CAT-AEROSPACE-DEFENSE,233,3545095.85,826007333.8
N0002405C5346,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,461,3085692.56,1422504270.38
N0002405C5346,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,210,7209495.52,1513994060.02
W31P4Q15C0022,1,Defense platform components,CAT-AEROSPACE-DEFENSE,430,1836546.13,789714834.8
W31P4Q15C0022,2,Defense platform components,CAT-AEROSPACE-DEFENSE,109,9503607.26,1035893191.46
W31P4Q15C0022,3,Defense platform components,CAT-AEROSPACE-DEFENSE,67,25568630.55,1713098246.61
W31P4Q15C0022,4,Defense platform components,CAT-AEROSPACE-DEFENSE,309,4067107.27,1256736145.12
W31P4Q15C0022,5,Aircraft systems support,CAT-AEROSPACE-DEFENSE,47,17279076.2,812116581.35
N0001912C0004,1,Defense platform components,CAT-AEROSPACE-DEFENSE,496,3486729.83,1729417996.36
N0001912C0004,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,255,2995459.72,763842228.14
N0001912C0004,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,320,2472098.13,791071400.16
N0001912C0004,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,70,15149187.71,1060443139.87
N0001912C0004,5,Mission systems equipment,CAT-AEROSPACE-DEFENSE,99,12653301.48,1252676846.47
W58RGZ17C0009,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,111,9290400.12,1031234413.1
W58RGZ17C0009,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,180,3796442.77,683359698.75
W58RGZ17C0009,3,Defense platform components,CAT-AEROSPACE-DEFENSE,176,8009866.62,1409736524.33
W58RGZ17C0009,4,Defense platform components,CAT-AEROSPACE-DEFENSE,338,3008235.7,1016783667.49
W58RGZ17C0009,5,Defense platform components,CAT-AEROSPACE-DEFENSE,205,7042087.72,1443627983.2
N0001912C0112,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,302,4323002.8,1305546846.47
N0001912C0112,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,122,21738061.36,2652043485.48
N0001912C0112,3,Defense platform components,CAT-AEROSPACE-DEFENSE,478,3319094.77,1586527302.28
N0001918C1046,1,Defense platform components,CAT-AEROSPACE-DEFENSE,42,26277416.54,1103651494.66
N0001918C1046,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,44,21612808.84,950963588.95
N0001918C1046,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,492,1792000.67,881664331.05
N0001918C1046,4,Defense platform components,CAT-AEROSPACE-DEFENSE,228,3844303.18,876501125.32
N0001918C1046,5,Mission systems equipment,CAT-AEROSPACE-DEFENSE,23,73206651.76,1683752990.55
N0001913C9999,1,Defense platform components,CAT-AEROSPACE-DEFENSE,443,6408561.24,2838992627.89
N0001913C9999,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,329,3138595.83,1032598026.92
N0001913C9999,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,313,4802395.21,1503149700.31
N0002418C2305,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,161,6690111.19,1077107900.97
N0002418C2305,2,Defense platform components,CAT-AEROSPACE-DEFENSE,315,6903407.34,2174573312.3
N0002418C2305,3,Military program support,CAT-AEROSPACE-DEFENSE,439,4754614.48,2087275757.59
FA861520F0001,1,Mission systems equipment,CAT-AEROSPACE-DEFENSE,18,105560943.96,1900096991.24
FA861520F0001,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,144,13202131.94,1901106998.88
FA861520F0001,3,Military program support,CAT-AEROSPACE-DEFENSE,44,32085214.53,1411749439.2
N0003904C2009,1,Defense platform components,CAT-AEROSPACE-DEFENSE,146,7303958.65,1066377963.01
N0003904C2009,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,7,276570036.88,1935990258.14
N0003904C2009,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,398,3741691.38,1489193170.31
N0003904C2009,4,Defense platform components,CAT-AEROSPACE-DEFENSE,448,1533186.59,686867591.05
HQ085621C0001,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,95,9668268.75,918485531.04
HQ085621C0001,2,Military program support,CAT-AEROSPACE-DEFENSE,89,23473517.21,2089143032.06
HQ085621C0001,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,118,11169047.61,1317947617.7
HQ085621C0001,4,Military program support,CAT-AEROSPACE-DEFENSE,425,1793377.06,762185249.38
N0002423C2305,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,323,4501431.87,1453962493.71
N0002423C2305,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,2,640517412.95,1281034825.9
N0002423C2305,3,Military program support,CAT-AEROSPACE-DEFENSE,214,10937942.39,2340719671.39
W52P1J09C0013,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,477,2286404.69,1090615035.15
W52P1J09C0013,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,492,2686778.93,1321895234.92
W52P1J09C0013,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,196,5213681.67,1021881607.52
W52P1J09C0013,4,Mission systems equipment,CAT-AEROSPACE-DEFENSE,222,4683631.26,1039766139.52
W52P1J09C0013,5,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,284,1959218.88,556418161.49
N0002411C2300,1,Defense platform components,CAT-AEROSPACE-DEFENSE,73,18488961.76,1349694208.28
N0002411C2300,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,316,2501620.3,790512014.9
N0002411C2300,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,284,3245763.05,921796704.99
N0002411C2300,4,Aircraft systems support,CAT-AEROSPACE-DEFENSE,287,6684688.74,1918505666.98
N0002424C2110,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,324,3933137.57,1274336571.34
N0002424C2110,2,Defense platform components,CAT-AEROSPACE-DEFENSE,53,27742165.96,1470334795.91
N0002424C2110,3,Aircraft systems support,CAT-AEROSPACE-DEFENSE,312,7100468.37,2215346132.75
N0002413C2305,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,311,4079190.06,1268628107.32
N0002413C2305,2,Military program support,CAT-AEROSPACE-DEFENSE,80,11440238.99,915219119.57
N0002413C2305,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,97,28453098.21,2759950526.67
N0001993C0006,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,377,2510570.54,946485092.27
N0001993C0006,2,Mission systems equipment,CAT-AEROSPACE-DEFENSE,224,3528695.56,790427805.75
N0001993C0006,3,Defense platform components,CAT-AEROSPACE-DEFENSE,496,2114835.03,1048958176.89
N0001993C0006,4,Defense platform components,CAT-AEROSPACE-DEFENSE,344,3212436.38,1105078115.75
N0001993C0006,5,Mission systems equipment,CAT-AEROSPACE-DEFENSE,161,6175546.42,994262972.88
N0001921C0011,1,Defense platform components,CAT-AEROSPACE-DEFENSE,206,4404908.18,907411085.17
N0001921C0011,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,406,4821427.31,1957499486.53
N0001921C0011,3,Mission systems equipment,CAT-AEROSPACE-DEFENSE,298,6714937.93,2001051504.14
W58RGZ13C0002,1,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,410,1911059.5,783534394.13
W58RGZ13C0002,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,249,7210963.3,1795529861.99
W58RGZ13C0002,3,Military program support,CAT-AEROSPACE-DEFENSE,349,3181814.4,1110453225.93
W58RGZ13C0002,4,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,144,8157784.47,1174720963.84
W52P1J10C0062,1,Military program support,CAT-AEROSPACE-DEFENSE,485,2810295.28,1362993209.98
W52P1J10C0062,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,309,3563806.12,1101216089.81
W52P1J10C0062,3,Military program support,CAT-AEROSPACE-DEFENSE,358,1178217.24,421801770.9
W52P1J10C0062,4,Military program support,CAT-AEROSPACE-DEFENSE,269,5075824.11,1365396685.74
W52P1J10C0062,5,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,499,1130855.18,564296736.46
N0002418C2406,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,293,4193312.43,1228640541.98
N0002418C2406,2,Defense platform components,CAT-AEROSPACE-DEFENSE,182,6202894.43,1128926785.73
N0002418C2406,3,Military program support,CAT-AEROSPACE-DEFENSE,88,13491031.1,1187210736.67
N0002418C2406,4,Military program support,CAT-AEROSPACE-DEFENSE,120,6186866.77,742424012.31
N0002418C2406,5,Military program support,CAT-AEROSPACE-DEFENSE,422,1032686.45,435793680.31
W58RGZ22C0010,1,Defense platform components,CAT-AEROSPACE-DEFENSE,156,11288701.25,1761037394.63
W58RGZ22C0010,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,248,3428368.02,850235268.38
W58RGZ22C0010,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,91,11334936.71,1031479240.61
W58RGZ22C0010,4,Defense platform components,CAT-AEROSPACE-DEFENSE,227,4638925.6,1053036112.22
NAS1510110,1,Aircraft systems support,CAT-AEROSPACE-DEFENSE,145,6752817.55,979158544.83
NAS1510110,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,361,2463414.24,889292540.76
NAS1510110,3,Military program support,CAT-AEROSPACE-DEFENSE,179,6134553.97,1098085160.57
NAS1510110,4,Military program support,CAT-AEROSPACE-DEFENSE,260,2887879.93,750848781.12
NAS1510110,5,Aircraft systems support,CAT-AEROSPACE-DEFENSE,381,2532661.34,964943971.62
0089,1,Military program support,CAT-AEROSPACE-DEFENSE,14,42255377.49,591575284.9
0089,2,Aircraft systems support,CAT-AEROSPACE-DEFENSE,196,3642044.16,713840654.61
0089,3,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,358,2842525.64,1017624180.03
0089,4,Defense platform components,CAT-AEROSPACE-DEFENSE,24,43726985.67,1049447656.07
0089,5,Aircraft systems support,CAT-AEROSPACE-DEFENSE,398,3108225.44,1237073724.81
W31P4Q19C0011,1,Military program support,CAT-AEROSPACE-DEFENSE,413,1593066.7,657936548.16
W31P4Q19C0011,2,Aerospace engineering services,CAT-AEROSPACE-DEFENSE,42,25175454.58,1057369092.51
W31P4Q19C0011,3,Military program support,CAT-AEROSPACE-DEFENSE,190,8064915.23,1532333892.95
W31P4Q19C0011,4,Defense platform components,CAT-AEROSPACE-DEFENSE,346,3859589.26,1335417885.26
N0002498C2104,1,Defense platform components,CAT-AEROSPACE-DEFENSE,201,8508619.53,1710232525.99
N0002498C2104,2,Defense platform components,CAT-AEROSPACE-DEFENSE,229,9538955.94,2184420911.38
N0002498C2104,3,Military program support,CAT-AEROSPACE-DEFENSE,64,10453310.34,669011861.63
